productId;productTypeId;
172201;musserendevin;
172401;rodvin;
172501;hvitvin;
172601;rodvin;
172701;rodvin;
172801;rodvin;
173001;rodvin;
173101;rodvin;
173201;rodvin;
173301;rodvin;
173401;hvitvin;
173501;rodvin;
173601;rodvin;
173701;rodvin;
174001;musserendevin;
174201;hvitvin;
174301;hvitvin;
174401;hvitvin;
174502;hvitvin;
174702;hvitvin;
174901;rodvin;
175101;musserendevin;
175201;hvitvin;
175301;rodvin;
175601;rodvin;
175701;whisky;
176101;rodvin;
177005;rodvin;
177101;rodvin;
177205;rodvin;
177302;hvitvin;
177401;rodvin;
177701;rodvin;
177705;rodvin;
177801;druebrennevin;
178402;ol;
179101;rodvin;
179202;rodvin;
180101;rodvin;
180201;hvitvin;
180301;rodvin;
180401;rodvin;
180505;hvitvin;
180701;hvitvin;
180802;hvitvin;
181305;hvitvin;
181405;hvitvin;
181805;hvitvin;
182401;rodvin;
185101;rodvin;
185401;hvitvin;
185506;rodvin;
185801;rodvin;
185901;musserendevin;
186001;musserendevin;
186101;rodvin;
186201;whisky;
186301;rodvin;
186402;hvitvin;
187101;rom;
187201;whisky;
187301;sherry;
187701;hvitvin;
187801;rodvin;
187901;rodvin;
188001;rodvin;
188101;rodvin;
188201;rodvin;
188301;rodvin;
188401;rodvin;
188501;rodvin;
188601;rodvin;
188701;rodvin;
188801;hvitvin;
189001;rodvin;
189101;rodvin;
189201;hvitvin;
189301;hvitvin;
189401;rodvin;
189601;rodvin;
189701;rodvin;
189802;rodvin;
190102;hvitvin;
190201;rodvin;
190301;rodvin;
190401;rodvin;
190505;rodvin;
190601;rodvin;
190701;rodvin;
190901;hvitvin;
191101;rodvin;
191201;musserendevin;
191305;rodvin;
191401;rodvin;
191501;rodvin;
191701;hvitvin;
192001;musserendevin;
192305;rodvin;
192601;rodvin;
192701;musserendevin;
192801;hvitvin;
192901;hvitvin;
193001;rodvin;
193101;rodvin;
193201;bitter;
193402;akevitt;
193501;hvitvin;
193708;hvitvin;
193901;rodvin;
194101;rodvin;
194202;ol;
194301;ol;
194405;ol;
194601;rodvin;
194802;ol;
194902;ol;
195102;ol;
195202;ol;
195301;rodvin;
195401;druebrennevin;
195501;musserendevin;
195602;ol;
195702;ol;
195802;ol;
195901;rodvin;
196001;rodvin;
196101;hvitvin;
196201;rodvin;
196301;rodvin;
196401;rodvin;
196501;hvitvin;
196701;rodvin;
196801;rodvin;
196901;rodvin;
197001;musserendevin;
197101;rodvin;
197201;rodvin;
197301;rodvin;
197401;musserendevin;
198002;ol;
199402;ol;
199501;hvitvin;
201001;hvitvin;
201102;ol;
201201;musserendevin;
201302;whisky;
201401;hvitvin;
201501;rodvin;
201802;ol;
201902;ol;
202002;ol;
202102;ol;
202202;ol;
202302;ol;
202401;musserendevin;
202701;rodvin;
204302;hvitvin;
204401;rodvin;
204606;rodvin;
207806;rodvin;
208701;whisky;
208901;hvitvin;
209001;rodvin;
209101;rodvin;
209201;musserendevin;
209301;musserendevin;
210702;ol;
210802;ol;
211302;ol;
211402;ol;
212401;rodvin;
212501;rodvin;
213201;ol;
216601;rodvin;
217701;rodvin;
219101;rodvin;
222501;musserendevin;
222606;hvitvin;
222702;ol;
222806;hvitvin;
222902;fruktvin;
229601;ol;
229702;ol;
229802;ol;
229902;ol;
230101;whisky;
230301;whisky;
230501;whisky;
230601;whisky;
230701;whisky;
232101;musserendevin;
233701;rodvin;
233702;rodvin;
236002;likor;
237301;whisky;
237401;whisky;
240901;rodvin;
241001;ol;
241102;ol;
241202;ol;
241302;ol;
241802;hvitvin;
242301;hvitvin;
242602;ol;
242702;ol;
242801;rodvin;
242901;rodvin;
243001;rodvin;
243401;druebrennevin;
243601;ovrigbrennevin;
243702;ol;
243801;hvitvin;
243901;hvitvin;
244001;rodvin;
244101;rodvin;
244201;rodvin;
245201;whisky;
245701;rodvin;
245801;musserendevin;
246001;rom;
246501;rodvin;
246601;whisky;
246701;rodvin;
247301;vodka;
247401;vodka;
247402;vodka;
247601;gin;
247701;druebrennevin;
247702;druebrennevin;
248101;akevitt;
248102;akevitt;
248201;akevitt;
248202;akevitt;
253601;fruktbrennevin;
253701;fruktbrennevin;
253901;rodvin;
254201;rodvin;
254501;hvitvin;
254502;hvitvin;
256101;musserendevin;
256801;ol;
256901;musserendevin;
257101;vodka;
257201;rodvin;
257301;rodvin;
257401;rom;
258101;hvitvin;
258201;hvitvin;
258301;rodvin;
258401;hvitvin;
259501;whisky;
259801;whisky;
260201;rodvin;
260501;rodvin;
260502;rodvin;
262202;hvitvin;
263702;ol;
264201;druebrennevin;
264701;druebrennevin;
264801;druebrennevin;
264805;druebrennevin;
265701;rodvin;
265801;rodvin;
265901;hvitvin;
266001;rodvin;
266201;rodvin;
266901;rom;
266902;rom;
266907;rom;
267001;rodvin;
267101;rodvin;
267201;rodvin;
267301;musserendevin;
267401;rodvin;
267502;rodvin;
270101;aromatisertsvakvinogannenblandetdri;
271101;gin;
271401;hvitvin;
271601;rodvin;
271801;rodvin;
272501;rodvin;
272605;rodvin;
272901;rodvin;
273605;hvitvin;
273701;rodvin;
273901;hvitvin;
274001;hvitvin;
274101;genever;
274201;likorunder22;
274202;likorunder22;
274205;likorunder22;
274701;rodvin;
275001;rodvin;
275101;rodvin;
275206;rodvin;
275301;rodvin;
275401;rodvin;
275501;hvitvin;
275701;hvitvin;
275801;hvitvin;
275901;rodvin;
276001;hvitvin;
276101;rodvin;
276301;vodka;
277901;druebrennevin;
277902;druebrennevin;
278201;rodvin;
278401;musserendevin;
278601;musserendevin;
278701;hvitvin;
279001;hvitvin;
279201;rodvin;
279202;rodvin;
279205;rodvin;
279207;rodvin;
279301;rodvin;
279502;rom;
279601;whisky;
279701;whisky;
279801;rodvin;
280001;whisky;
280201;whisky;
280301;hvitvin;
280402;ol;
280602;ol;
280701;likor;
280804;ol;
281402;rodvin;
281501;rodvin;
281601;musserendevin;
281801;rodvin;
281807;rodvin;
281901;hvitvin;
282001;ovrigbrennevinunder22;
282101;hvitvin;
282401;hvitvin;
282501;hvitvin;
282502;hvitvin;
282506;hvitvin;
282601;hvitvin;
282801;gin;
283101;hvitvin;
283801;rodvin;
284001;musserendevin;
284101;musserendevin;
284201;musserendevin;
284301;musserendevin;
284401;musserendevin;
284604;ol;
284801;rodvin;
285101;musserendevin;
285105;musserendevin;
285201;ovrigbrennevin;
285504;ol;
285602;ol;
285706;rodvin;
286201;musserendevin;
286501;musserendevin;
286601;hvitvin;
286801;hvitvin;
287001;hvitvin;
287301;rodvin;
287401;rodvin;
287506;rodvin;
287601;rodvin;
287701;hvitvin;
287801;rodvin;
287901;rodvin;
288001;hvitvin;
288201;rodvin;
288701;rodvin;
289401;hvitvin;
289501;hvitvin;
289902;likorunder22;
290301;whisky;
290904;hvitvin;
292701;ovrigsterkvin;
292801;rodvin;
292805;rodvin;
292901;rodvin;
293001;rodvin;
293101;rodvin;
293201;rodvin;
293501;hvitvin;
294001;rodvin;
294101;rodvin;
294201;rodvin;
294401;musserendevin;
294701;musserendevin;
294901;ovrigbrennevinunder22;
295101;hvitvin;
295301;rodvin;
295302;rodvin;
295306;rodvin;
295601;hvitvin;
295602;hvitvin;
295801;rodvin;
297001;rom;
298201;gin;
298502;vodka;
298601;musserendevin;
298605;musserendevin;
299101;rodvin;
299102;rodvin;
299201;rodvin;
299301;rodvin;
299401;rodvin;
299601;hvitvin;
299602;hvitvin;
299605;hvitvin;
306402;ol;
306502;ol;
306601;rodvin;
306701;hvitvin;
306801;rosvin;
306901;rodvin;
307001;hvitvin;
307101;rodvin;
307301;rodvin;
307401;hvitvin;
308101;hvitvin;
308201;rosvin;
308301;rodvin;
308401;rodvin;
308501;rodvin;
308602;ol;
308702;ol;
308901;hvitvin;
309001;hvitvin;
309101;rodvin;
309301;rodvin;
309501;rodvin;
309801;rodvin;
309901;hvitvin;
310001;rodvin;
310201;rodvin;
310301;rodvin;
311701;hvitvin;
311801;whisky;
312001;hvitvin;
312201;druebrennevin;
312401;druebrennevin;
312501;druebrennevin;
312601;druebrennevin;
312901;druebrennevin;
313001;hvitvin;
313101;hvitvin;
313201;rodvin;
313401;rodvin;
313601;rodvin;
314101;hvitvin;
315201;hvitvin;
315501;rom;
316301;hvitvin;
316501;rodvin;
317001;rodvin;
317101;rodvin;
317901;whisky;
318001;whisky;
318204;whisky;
318401;whisky;
318801;ovrigsterkvin;
318901;ovrigsterkvin;
319002;ovrigsterkvin;
319101;ol;
319102;ol;
319301;druebrennevin;
319401;hvitvin;
319701;rodvin;
319802;fruktvin;
319901;rodvin;
320205;rodvin;
320501;hvitvin;
320701;hvitvin;
320801;hvitvin;
320901;rodvin;
324401;rodvin;
324501;hvitvin;
324604;portvin;
324704;ol;
325401;druebrennevin;
325506;rodvin;
325701;ol;
325801;rodvin;
325901;hvitvin;
326001;rodvin;
326101;rodvin;
327301;vodka;
329101;rodvin;
331101;rodvin;
331601;musserendevin;
331605;musserendevin;
331701;whisky;
333901;rodvin;
333902;rodvin;
333905;rodvin;
334001;musserendevin;
334201;hvitvin;
334301;musserendevin;
334401;musserendevin;
336001;rodvin;
338601;rodvin;
338701;rodvin;
341901;rodvin;
342101;rodvin;
344401;rodvin;
345301;hvitvin;
345501;hvitvin;
345802;ol;
346001;rodvin;
346301;rodvin;
346401;rodvin;
347201;hvitvin;
347601;hvitvin;
350001;musserendevin;
350701;musserendevin;
351101;rodvin;
351201;rodvin;
351301;rodvin;
351401;hvitvin;
351601;whisky;
351701;hvitvin;
351901;hvitvin;
352201;musserendevin;
352501;rodvin;
352601;rodvin;
352606;rodvin;
352901;fruktbrennevin;
353102;likor;
353201;rodvin;
353401;rodvin;
353501;rodvin;
353701;hvitvin;
353901;rodvin;
354201;rodvin;
354401;rodvin;
354501;musserendevin;
354502;musserendevin;
354505;musserendevin;
354901;hvitvin;
355001;rodvin;
355101;rodvin;
355601;hvitvin;
355701;rodvin;
355801;rodvin;
355901;rodvin;
356001;hvitvin;
356401;rodvin;
356501;rodvin;
356601;rodvin;
356701;musserendevin;
356901;rodvin;
357706;rodvin;
357801;hvitvin;
358301;rodvin;
358302;rodvin;
360901;rodvin;
360905;rodvin;
361901;hvitvin;
362001;rodvin;
363801;whisky;
364001;whisky;
364101;whisky;
365006;rodvin;
365201;rodvin;
365301;rodvin;
365402;rom;
365501;hvitvin;
365601;musserendevin;
365801;rodvin;
366401;hvitvin;
366601;rodvin;
366901;rodvin;
367001;hvitvin;
367101;rodvin;
368001;rodvin;
369501;rodvin;
369801;rodvin;
370601;hvitvin;
371301;rodvin;
371401;rodvin;
371501;rodvin;
372306;hvitvin;
372401;whisky;
374606;rodvin;
374701;rodvin;
375601;aromatisertsvakvinogannenblandetdri;
376002;aromatisertsterkvin;
376101;rodvin;
376401;druebrennevin;
376901;hvitvin;
377701;rodvin;
378501;whisky;
378601;rodvin;
378701;rom;
378801;hvitvin;
379701;druebrennevin;
379801;hvitvin;
379901;rosvin;
380201;rosvin;
380406;hvitvin;
380601;rodvin;
381606;hvitvin;
381901;hvitvin;
382001;hvitvin;
382201;hvitvin;
382301;rodvin;
382401;rodvin;
382501;hvitvin;
383701;rosvin;
383801;whisky;
384001;ovrigbrennevin;
384101;whisky;
384201;rosvin;
384301;whisky;
384401;whisky;
384501;druebrennevin;
384801;musserendevin;
384901;musserendevin;
385001;musserendevin;
391401;rodvin;
391501;hvitvin;
391705;rodvin;
392201;rodvin;
393301;rosvin;
393506;rodvin;
393601;rodvin;
393701;hvitvin;
393806;hvitvin;
393906;rodvin;
394001;hvitvin;
396201;rodvin;
396301;rodvin;
396601;rodvin;
396701;rodvin;
400701;rodvin;
400801;rosvin;
400901;hvitvin;
401501;rodvin;
401601;rodvin;
401701;rodvin;
401801;rodvin;
401901;rodvin;
402001;rodvin;
402701;hvitvin;
404001;hvitvin;
404601;rodvin;
405501;rosvin;
405601;rosvin;
405901;rodvin;
406201;hvitvin;
406301;hvitvin;
406401;hvitvin;
409501;whisky;
409801;likor;
410001;hvitvin;
410101;hvitvin;
410201;rodvin;
410401;druebrennevin;
411106;rodvin;
411201;rodvin;
411301;rodvin;
411401;hvitvin;
411601;hvitvin;
412401;rosvin;
412701;rodvin;
412801;rodvin;
412901;hvitvin;
413001;rodvin;
413101;hvitvin;
413301;hvitvin;
413401;rodvin;
413501;hvitvin;
413601;rodvin;
413701;hvitvin;
413801;rodvin;
414001;rodvin;
415001;hvitvin;
415101;hvitvin;
415401;hvitvin;
415501;hvitvin;
416001;hvitvin;
416101;hvitvin;
416401;rodvin;
416501;rodvin;
416601;rodvin;
416701;rodvin;
416801;rodvin;
416901;rodvin;
417001;rodvin;
417101;rodvin;
417201;rodvin;
417301;hvitvin;
417602;ol;
417802;ol;
417902;aromatisertsvakvinogannenblandetdri;
418001;hvitvin;
418201;rodvin;
418301;hvitvin;
418606;hvitvin;
418902;hvitvin;
419001;hvitvin;
419304;ol;
419604;ol;
419704;ol;
420301;rodvin;
420501;rodvin;
420701;hvitvin;
420901;hvitvin;
423701;rodvin;
423801;rodvin;
423901;rodvin;
424001;rodvin;
424101;rodvin;
424201;whisky;
424301;rodvin;
424601;whisky;
424801;ol;
424901;rodvin;
425001;whisky;
425101;druebrennevin;
425201;rodvin;
425301;druebrennevin;
425401;druebrennevin;
425601;rodvin;
425801;rosvin;
426001;hvitvin;
426101;rodvin;
426301;rodvin;
426401;whisky;
427001;whisky;
427201;whisky;
427301;whisky;
427401;whisky;
427501;whisky;
427701;rodvin;
427801;rodvin;
428502;likor;
428601;ol;
428602;ol;
428901;rosvin;
429001;likor;
429101;likor;
430101;rodvin;
430201;rodvin;
430301;rodvin;
431201;musserendevin;
431301;ol;
431501;rodvin;
431701;hvitvin;
431801;hvitvin;
432201;hvitvin;
432301;hvitvin;
432401;hvitvin;
432601;hvitvin;
432701;hvitvin;
432801;hvitvin;
432906;hvitvin;
433001;hvitvin;
433202;ol;
433301;rosvin;
433402;ol;
433502;ol;
433602;ol;
433702;ol;
433802;ol;
433902;hvitvin;
434001;hvitvin;
434106;hvitvin;
434201;rodvin;
434401;ol;
434607;rodvin;
434701;rodvin;
434801;rodvin;
435301;rodvin;
435401;hvitvin;
435701;rodvin;
435801;rodvin;
436006;hvitvin;
436201;rosvin;
436401;rodvin;
436501;musserendevin;
436702;ol;
436801;rosvin;
437001;rodvin;
437101;hvitvin;
437201;hvitvin;
437301;hvitvin;
437401;hvitvin;
437501;musserendevin;
437601;musserendevin;
437701;musserendevin;
437802;druebrennevin;
437901;rosvin;
438006;hvitvin;
438101;rodvin;
438501;likorunder22;
438601;likorunder22;
438801;rodvin;
439301;rodvin;
439401;rodvin;
439601;rodvin;
439701;rodvin;
439801;rodvin;
439901;rodvin;
440001;rodvin;
440101;rodvin;
440201;rodvin;
440308;rodvin;
440408;hvitvin;
440602;likorunder22;
440701;musserendevin;
440901;ol;
441101;druebrennevin;
445301;rosvin;
445401;musserendevin;
445501;rodvin;
445601;rodvin;
445701;rodvin;
445801;rodvin;
445901;rodvin;
446001;rodvin;
446101;hvitvin;
446201;rodvin;
446301;hvitvin;
446401;rodvin;
446501;rodvin;
446701;rodvin;
446901;rodvin;
447201;rodvin;
447301;rodvin;
447401;hvitvin;
447601;hvitvin;
447701;hvitvin;
448001;hvitvin;
448101;rodvin;
448201;hvitvin;
448301;hvitvin;
448401;portvin;
448501;rodvin;
448507;rodvin;
448601;rodvin;
448605;rodvin;
448701;rodvin;
448705;rodvin;
448905;rodvin;
449001;rodvin;
449701;musserendevin;
449801;hvitvin;
449901;rodvin;
450001;rodvin;
450101;hvitvin;
451401;hvitvin;
451501;rodvin;
451601;rodvin;
451701;rodvin;
452001;hvitvin;
452201;rodvin;
452301;rodvin;
452401;musserendevin;
452501;rodvin;
452601;rodvin;
452701;hvitvin;
452801;rodvin;
452901;hvitvin;
453001;rodvin;
453101;hvitvin;
453201;hvitvin;
453301;musserendevin;
453401;rodvin;
453501;rodvin;
453601;hvitvin;
454301;musserendevin;
454502;ol;
454901;fruktbrennevin;
455002;akevitt;
456905;rodvin;
457001;musserendevin;
457101;rodvin;
457306;hvitvin;
457501;hvitvin;
457602;alkoholfritt;
457701;alkoholfritt;
458001;hvitvin;
458201;musserendevin;
458701;musserendevin;
459501;rosvin;
459601;musserendevin;
459801;hvitvin;
460002;ol;
460201;rodvin;
460901;hvitvin;
461101;rodvin;
461602;ol;
461701;musserendevin;
461901;rodvin;
462001;rodvin;
463401;whisky;
463404;whisky;
463701;whisky;
463704;whisky;
463901;whisky;
463904;whisky;
464401;whisky;
464404;whisky;
464701;rodvin;
464901;whisky;
465102;rodvin;
468001;whisky;
468004;whisky;
468201;rosvin;
468301;musserendevin;
468401;alkoholfritt;
468501;musserendevin;
468601;musserendevin;
468706;hvitvin;
468801;whisky;
469001;whisky;
469101;whisky;
469201;whisky;
469301;whisky;
469401;hvitvin;
470201;ol;
470306;hvitvin;
470501;ol;
470601;hvitvin;
470801;musserendevin;
470901;alkoholfritt;
471001;rodvin;
471101;rodvin;
471401;rodvin;
471501;rodvin;
471601;rodvin;
471701;rodvin;
471801;rodvin;
471901;hvitvin;
472601;rodvin;
472701;hvitvin;
472801;hvitvin;
473001;hvitvin;
473101;hvitvin;
473201;rodvin;
473701;alkoholfritt;
473804;alkoholfritt;
474101;hvitvin;
474702;ol;
475101;musserendevin;
475206;hvitvin;
475402;alkoholfritt;
475501;ol;
475601;hvitvin;
475701;hvitvin;
475801;hvitvin;
475901;hvitvin;
476001;hvitvin;
476201;hvitvin;
476301;hvitvin;
476402;hvitvin;
476501;hvitvin;
476601;hvitvin;
476701;hvitvin;
476801;hvitvin;
476901;hvitvin;
477001;hvitvin;
477102;hvitvin;
477201;hvitvin;
477202;hvitvin;
477301;hvitvin;
477401;hvitvin;
477501;hvitvin;
477601;hvitvin;
477701;hvitvin;
477801;hvitvin;
477901;hvitvin;
478001;hvitvin;
478101;musserendevin;
478201;hvitvin;
478301;rodvin;
478501;hvitvin;
478601;musserendevin;
478701;rodvin;
478706;rodvin;
478801;rodvin;
478901;hvitvin;
479201;alkoholfritt;
479401;likor;
479502;likorunder22;
479601;musserendevin;
