productId;volume;
93204;0.20;
94101;0.75;
94401;0.75;
94402;0.38;
94404;0.20;
94405;1.50;
94601;0.75;
94602;0.38;
94605;1.50;
94607;3.00;
98601;0.75;
101301;0.75;
101501;0.75;
101701;0.75;
101901;0.75;
103101;0.70;
103301;0.70;
103401;0.70;
103801;0.75;
104001;0.75;
104201;0.75;
105301;0.75;
105601;0.75;
106102;0.50;
106202;0.50;
106308;0.20;
106401;0.75;
106501;0.75;
106601;0.75;
106801;0.75;
106806;3.00;
108205;1.50;
108305;1.50;
108401;0.70;
108606;3.00;
108701;0.70;
108801;0.70;
109306;3.00;
109401;0.75;
109501;0.75;
109601;0.75;
109606;3.00;
109701;0.75;
109901;0.75;
110101;0.75;
110302;0.50;
110606;3.00;
110801;0.75;
112201;0.75;
112301;0.75;
112402;0.50;
112508;0.24;
113601;0.75;
113901;0.75;
114101;0.75;
114201;0.75;
114301;0.75;
114701;0.75;
114801;0.75;
114901;0.70;
115001;0.75;
115301;0.75;
115401;0.75;
115501;0.75;
116202;0.50;
116301;0.75;
116502;0.50;
116601;0.75;
117101;0.75;
117202;0.38;
117301;0.75;
117401;0.75;
117501;0.75;
117601;0.75;
117701;0.75;
117802;0.50;
117901;0.75;
118001;0.75;
118102;0.50;
118401;0.75;
118501;0.75;
118505;1.50;
118605;1.50;
119001;0.75;
119105;1.50;
120801;0.75;
124001;0.75;
124101;0.75;
124201;0.75;
124606;3.00;
124701;0.75;
124801;0.75;
124901;0.75;
125101;0.75;
125201;0.75;
125301;0.75;
125601;0.75;
125701;0.75;
125806;3.00;
125901;0.75;
125904;0.20;
126301;0.75;
126501;0.75;
126601;0.75;
126801;0.75;
127201;0.75;
127401;0.75;
127506;10.00;
127601;0.75;
127701;0.75;
128101;0.75;
128201;0.75;
128306;3.00;
128501;0.75;
128602;0.38;
128702;0.38;
128901;0.75;
129101;0.75;
129201;1.00;
129301;0.75;
129401;0.75;
129501;0.75;
129601;0.75;
129701;0.75;
130001;0.75;
130101;0.75;
130205;1.50;
130301;0.75;
130401;0.75;
130601;0.75;
130901;0.75;
131507;6.00;
131601;0.75;
131701;0.75;
132501;0.75;
132601;0.75;
132701;0.75;
132801;0.75;
132901;0.75;
133201;0.75;
133301;0.75;
133601;0.75;
133701;0.75;
133901;0.75;
134202;0.50;
134301;0.70;
134502;0.50;
134602;0.50;
135801;0.75;
135901;0.75;
136801;0.75;
137201;0.75;
137202;0.38;
137205;1.50;
137801;0.75;
137901;0.75;
138001;0.75;
138801;0.75;
138901;0.75;
139301;0.75;
139302;0.38;
140201;0.75;
140601;0.75;
140701;0.70;
140805;1.50;
140901;0.75;
141102;0.50;
142305;1.50;
142406;3.00;
142801;0.75;
142901;0.75;
143301;0.75;
143401;0.75;
143601;0.75;
143701;0.75;
143801;0.75;
143805;1.50;
144001;0.70;
144101;0.70;
144301;0.70;
144801;0.70;
144901;0.75;
145001;0.70;
145101;0.70;
145801;0.75;
146101;0.75;
146201;0.75;
146701;0.75;
146801;0.75;
146901;0.75;
147001;0.75;
147401;0.75;
147501;0.75;
147601;0.75;
148201;0.75;
148301;0.75;
148401;0.75;
148501;0.70;
148606;3.00;
148701;0.75;
148801;0.75;
149001;0.75;
149101;0.75;
149201;0.75;
149301;0.75;
149401;0.70;
150101;0.70;
150201;0.70;
150301;0.70;
150401;0.70;
150501;0.70;
150802;0.35;
150902;0.35;
151001;0.75;
151101;0.75;
151201;0.75;
151301;0.75;
151302;0.38;
151402;0.50;
151601;0.75;
152101;0.75;
152201;0.75;
152601;0.75;
153302;0.50;
153901;0.75;
155201;0.75;
155301;0.75;
155401;0.75;
155501;0.75;
155601;0.75;
155701;0.75;
155901;0.75;
156001;0.75;
156201;0.70;
156202;0.50;
156401;0.75;
156801;0.75;
156901;0.70;
157001;0.70;
157101;0.70;
157301;0.75;
157602;0.38;
157901;0.75;
158001;0.70;
158301;0.75;
158401;0.70;
158601;0.75;
158701;0.75;
158801;0.75;
158901;0.75;
160102;0.50;
160301;0.75;
160401;0.75;
161701;0.75;
161801;0.75;
162201;0.75;
162301;0.75;
162502;0.33;
162602;0.33;
162701;0.75;
163601;0.75;
163801;0.75;
163902;0.38;
164101;0.75;
164901;0.75;
165002;0.38;
165101;1.00;
165102;0.50;
165602;0.38;
165801;0.75;
165901;1.00;
165902;0.50;
166001;0.75;
166301;0.75;
166401;0.75;
166601;0.75;
166701;0.75;
166801;0.75;
167107;3.00;
167201;0.75;
167502;0.50;
167602;0.50;
167901;0.75;
168001;0.75;
168102;0.50;
168402;0.50;
168801;0.75;
169401;0.75;
169501;0.75;
169601;0.75;
169901;0.75;
170001;0.75;
170101;0.75;
170301;0.75;
170401;0.75;
170501;0.75;
170502;0.38;
170505;1.50;
170601;0.75;
170801;0.75;
170905;1.50;
172201;0.75;
172401;0.75;
172501;0.75;
172601;0.75;
172701;0.75;
172801;0.75;
173001;0.75;
173101;0.75;
173201;0.75;
173301;0.75;
173401;0.75;
173501;0.75;
173601;0.75;
173701;0.75;
174001;0.75;
174201;0.75;
174301;0.75;
174401;0.75;
174502;0.50;
174702;0.50;
174901;0.75;
175101;0.75;
175201;0.75;
175301;0.75;
175601;0.75;
175701;0.70;
176101;0.75;
177005;1.50;
177101;0.75;
177205;1.50;
177302;0.38;
177401;0.75;
177701;0.75;
177705;1.50;
177801;0.70;
178402;0.40;
179101;0.75;
179202;0.50;
180101;0.75;
180201;0.75;
180301;0.75;
180401;0.75;
180505;1.50;
180701;0.75;
180802;0.38;
181305;1.50;
181405;1.50;
181805;1.50;
182401;0.75;
185101;0.75;
185401;0.75;
185506;3.00;
185801;0.75;
185901;0.75;
186001;0.75;
186101;0.75;
186201;0.70;
186301;0.75;
186402;0.50;
187101;0.70;
187201;0.70;
187301;0.75;
187701;0.75;
187801;0.75;
187901;0.75;
188001;0.75;
188101;0.75;
188201;0.75;
188301;0.75;
188401;0.75;
188501;0.75;
188601;0.75;
188701;0.75;
188801;0.75;
189001;0.75;
189101;0.75;
189201;0.75;
189301;0.75;
189401;0.75;
189601;0.75;
189701;0.75;
189802;0.50;
190102;0.38;
190201;0.75;
190301;0.75;
190401;0.75;
190505;1.50;
190601;0.75;
190701;0.75;
190901;0.75;
191101;0.75;
191201;0.75;
191305;1.50;
191401;0.75;
191501;0.75;
191701;0.75;
192001;0.75;
192305;1.50;
192601;0.75;
192701;0.75;
192801;0.75;
192901;0.75;
193001;0.75;
193101;0.75;
193201;0.70;
193402;0.50;
193501;0.75;
193708;0.75;
193901;0.75;
194101;0.75;
194202;0.33;
194301;0.75;
194405;1.50;
194601;0.75;
194802;0.50;
194902;0.50;
195102;0.50;
195202;0.50;
195301;0.75;
195401;0.70;
195501;0.75;
195602;0.50;
195702;0.50;
195802;0.50;
195901;0.75;
196001;0.75;
196101;0.75;
196201;0.75;
196301;0.75;
196401;0.75;
196501;0.75;
196701;0.75;
196801;0.75;
196901;0.75;
197001;0.75;
197101;0.75;
197201;0.75;
197301;0.75;
197401;0.75;
198002;0.50;
199402;0.33;
199501;0.75;
201001;0.75;
201102;0.50;
201201;0.75;
201302;0.35;
201401;0.75;
201501;0.75;
201802;0.50;
201902;0.50;
202002;0.50;
202102;0.50;
202202;0.50;
202302;0.50;
202401;0.75;
202701;0.75;
204302;0.38;
204401;1.00;
204606;3.00;
207806;3.00;
208701;0.70;
208901;0.62;
209001;0.75;
209101;0.75;
209201;0.75;
209301;0.75;
210702;0.50;
210802;0.50;
211302;0.50;
211402;0.50;
212401;0.75;
212501;0.75;
213201;0.75;
216601;0.75;
217701;0.75;
219101;0.75;
222501;0.75;
222606;3.00;
222702;0.33;
222806;3.00;
222902;0.50;
229601;0.75;
229702;0.33;
229802;0.50;
229902;0.50;
230101;0.70;
230301;0.70;
230501;0.70;
230601;0.70;
230701;0.70;
232101;0.75;
233701;0.75;
233702;0.38;
236002;0.50;
237301;0.70;
237401;0.70;
240901;0.75;
241001;0.75;
241102;0.33;
241202;0.33;
241302;0.33;
241802;0.38;
242301;0.75;
242602;0.33;
242702;0.35;
242801;0.75;
242901;0.75;
243001;0.75;
243401;0.70;
243601;0.70;
243702;0.50;
243801;0.75;
243901;0.75;
244001;0.75;
244101;0.75;
244201;0.75;
245201;0.70;
245701;0.75;
245801;0.75;
246001;0.70;
246501;0.75;
246601;0.70;
246701;0.75;
247301;0.70;
247401;0.70;
247402;0.35;
247601;0.70;
247701;0.70;
247702;0.35;
248101;0.70;
248102;0.35;
248201;0.70;
248202;0.35;
253601;0.70;
253701;0.70;
253901;0.75;
254201;0.75;
254501;0.75;
254502;0.38;
256101;0.75;
256801;0.75;
256901;0.75;
257101;0.70;
257201;0.75;
257301;0.75;
257401;0.70;
258101;0.75;
258201;0.75;
258301;0.75;
258401;0.75;
259501;0.70;
259801;0.70;
260201;0.75;
260501;0.75;
260502;0.38;
262202;0.38;
263702;0.33;
264201;0.70;
264701;0.70;
264801;0.70;
264805;1.50;
265701;0.75;
265801;0.75;
265901;0.75;
266001;0.75;
266201;0.75;
266901;0.70;
266902;0.35;
266907;3.00;
267001;0.75;
267101;0.75;
267201;0.75;
267301;0.75;
267401;0.75;
267502;0.38;
270101;0.75;
271101;0.70;
271401;0.75;
271601;0.75;
271801;0.75;
272501;0.75;
272605;1.50;
272901;0.75;
273605;1.50;
273701;0.75;
273901;0.75;
274001;0.75;
274101;0.70;
274201;0.70;
274202;0.35;
274205;1.50;
274701;0.75;
275001;0.75;
275101;0.75;
275206;3.00;
275301;0.75;
275401;0.75;
275501;0.75;
275701;0.75;
275801;0.75;
275901;0.75;
276001;0.75;
276101;0.75;
276301;0.70;
277901;0.70;
277902;0.35;
278201;0.75;
278401;0.75;
278601;0.75;
278701;0.75;
279001;0.75;
279201;0.75;
279202;0.38;
279205;1.50;
279207;6.00;
279301;0.75;
279502;0.50;
279601;0.70;
279701;0.70;
279801;0.75;
280001;0.70;
280201;0.70;
280301;0.75;
280402;0.33;
280602;0.33;
280701;0.70;
280804;0.25;
281402;0.50;
281501;0.75;
281601;0.75;
281801;0.75;
281807;3.00;
281901;0.75;
282001;0.70;
282101;0.75;
282401;0.75;
282501;0.75;
282502;0.38;
282506;3.00;
282601;0.75;
282801;0.70;
283101;0.75;
283801;0.75;
284001;0.75;
284101;0.75;
284201;0.75;
284301;0.75;
284401;0.75;
284604;0.25;
284801;0.75;
285101;0.75;
285105;1.50;
285201;0.70;
285504;0.25;
285602;0.33;
285706;3.00;
286201;0.75;
286501;0.75;
286601;0.75;
286801;0.75;
287001;0.75;
287301;0.75;
287401;0.75;
287506;3.00;
287601;0.75;
287701;0.75;
287801;0.75;
287901;0.75;
288001;0.75;
288201;0.75;
288701;0.75;
289401;0.75;
289501;0.75;
289902;0.50;
290301;0.70;
290904;0.25;
292701;0.75;
292801;0.75;
292805;1.50;
292901;0.75;
293001;0.75;
293101;0.75;
293201;0.75;
293501;0.75;
294001;0.75;
294101;0.75;
294201;0.75;
294401;0.75;
294701;0.75;
294901;0.70;
295101;0.75;
295301;0.75;
295302;0.38;
295306;3.00;
295601;0.75;
295602;0.38;
295801;0.75;
297001;0.70;
298201;0.70;
298502;0.50;
298601;0.75;
298605;1.50;
299101;0.75;
299102;0.38;
299201;0.75;
299301;0.75;
299401;0.75;
299601;0.75;
299602;0.38;
299605;1.50;
306402;0.33;
306502;0.33;
306601;0.75;
306701;0.75;
306801;0.75;
306901;0.75;
307001;0.75;
307101;0.75;
307301;0.75;
307401;0.75;
308101;0.75;
308201;0.75;
308301;0.75;
308401;0.75;
308501;0.75;
308602;0.50;
308702;0.50;
308901;0.75;
309001;0.75;
309101;0.75;
309301;0.75;
309501;0.75;
309801;0.75;
309901;0.75;
310001;0.75;
310201;0.75;
310301;0.75;
311701;0.75;
311801;0.70;
312001;0.75;
312201;0.70;
312401;0.70;
312501;0.70;
312601;0.70;
312901;0.70;
313001;0.75;
313101;0.75;
313201;0.75;
313401;0.75;
313601;0.75;
314101;0.75;
315201;0.75;
315501;0.70;
316301;0.75;
316501;0.75;
317001;0.75;
317101;0.75;
317901;0.70;
318001;0.70;
318204;0.20;
318401;0.70;
318801;0.75;
318901;0.75;
319002;0.38;
319101;0.75;
319102;0.33;
319301;0.70;
319401;0.75;
319701;0.75;
319802;0.50;
319901;0.75;
320205;1.50;
320501;0.75;
320701;0.75;
320801;0.75;
320901;0.75;
324401;0.75;
324501;0.75;
324604;0.20;
324704;0.25;
325401;0.70;
325506;2.00;
325701;0.63;
325801;0.75;
325901;0.75;
326001;0.75;
326101;0.75;
327301;0.70;
329101;0.75;
331101;0.75;
331601;0.75;
331605;1.50;
331701;0.70;
333901;0.75;
333902;0.38;
333905;1.50;
334001;0.75;
334201;0.75;
334301;0.75;
334401;0.75;
336001;0.75;
338601;0.75;
338701;0.75;
341901;0.75;
342101;0.75;
344401;0.75;
345301;0.75;
345501;0.75;
345802;0.33;
346001;0.75;
346301;0.75;
346401;0.75;
347201;0.75;
347601;0.75;
350001;0.75;
350701;0.75;
351101;0.75;
351201;0.75;
351301;0.75;
351401;0.75;
351601;0.70;
351701;0.75;
351901;0.75;
352201;0.75;
352501;0.75;
352601;0.75;
352606;3.00;
352901;0.70;
353102;0.50;
353201;0.75;
353401;0.75;
353501;0.75;
353701;0.75;
353901;0.75;
354201;0.75;
354401;0.75;
354501;0.75;
354502;0.38;
354505;1.50;
354901;0.75;
355001;0.75;
355101;0.75;
355601;0.75;
355701;0.75;
355801;0.75;
355901;0.75;
356001;0.75;
356401;0.75;
356501;0.75;
356601;0.75;
356701;0.75;
356901;0.75;
357706;3.00;
357801;0.75;
358301;0.75;
358302;0.38;
360901;0.75;
360905;1.50;
361901;0.75;
362001;0.75;
363801;0.70;
364001;0.70;
364101;0.70;
365006;3.00;
365201;0.75;
365301;0.75;
365402;0.35;
365501;0.75;
365601;0.75;
365801;0.75;
366401;0.75;
366601;0.75;
366901;0.75;
367001;0.75;
367101;0.75;
368001;0.75;
369501;0.75;
369801;0.75;
370601;0.75;
371301;0.75;
371401;0.75;
371501;0.75;
372306;3.00;
372401;0.70;
374606;2.00;
374701;0.75;
375601;0.75;
376002;0.50;
376101;0.75;
376401;0.70;
376901;0.75;
377701;0.75;
378501;0.70;
378601;0.75;
378701;0.70;
378801;0.75;
379701;0.70;
379801;0.75;
379901;0.75;
380201;0.75;
380406;3.00;
380601;0.75;
381606;3.00;
381901;0.75;
382001;0.75;
382201;0.75;
382301;0.75;
382401;0.75;
382501;0.75;
383701;0.75;
383801;0.70;
384001;0.70;
384101;0.70;
384201;0.75;
384301;0.70;
384401;0.70;
384501;0.70;
384801;0.75;
384901;0.75;
385001;0.75;
391401;0.75;
391501;0.75;
391705;1.50;
392201;0.75;
393301;0.75;
393506;3.00;
393601;0.75;
393701;0.75;
393806;3.00;
393906;3.00;
394001;0.75;
396201;0.75;
396301;0.75;
396601;0.75;
396701;0.75;
400701;0.75;
400801;0.75;
400901;0.75;
401501;0.75;
401601;0.75;
401701;0.75;
401801;0.75;
401901;0.75;
402001;0.75;
402701;0.75;
404001;0.75;
404601;0.75;
405501;0.75;
405601;0.75;
405901;0.75;
406201;0.75;
406301;0.75;
406401;0.75;
409501;0.70;
409801;0.70;
410001;0.75;
410101;0.75;
410201;0.75;
410401;0.70;
411106;3.00;
411201;0.75;
411301;0.75;
411401;0.75;
411601;0.75;
412401;0.75;
412701;0.75;
412801;0.75;
412901;0.75;
413001;0.75;
413101;0.75;
413301;0.75;
413401;0.75;
413501;0.75;
413601;0.75;
413701;0.75;
413801;0.75;
414001;0.75;
415001;0.75;
415101;0.75;
415401;0.75;
415501;0.75;
416001;0.75;
416101;0.75;
416401;0.75;
416501;0.75;
416601;0.75;
416701;0.75;
416801;0.75;
416901;0.75;
417001;0.75;
417101;0.75;
417201;0.75;
417301;0.75;
417602;0.50;
417802;0.50;
417902;0.50;
418001;0.75;
418201;0.75;
418301;0.75;
418606;3.00;
418902;0.38;
419001;0.75;
419304;0.25;
419604;0.25;
419704;0.25;
420301;0.75;
420501;0.75;
420701;0.75;
420901;0.75;
423701;0.75;
423801;0.75;
423901;0.75;
424001;0.75;
424101;0.75;
424201;0.70;
424301;0.75;
424601;0.70;
424801;0.75;
424901;0.75;
425001;0.70;
425101;0.70;
425201;0.75;
425301;0.70;
425401;0.70;
425601;0.75;
425801;0.75;
426001;0.75;
426101;0.75;
426301;0.75;
426401;0.70;
427001;0.70;
427201;0.70;
427301;0.70;
427401;0.70;
427501;0.70;
427701;0.75;
427801;0.75;
428502;0.50;
428601;0.75;
428602;0.33;
428901;0.75;
429001;0.70;
429101;0.70;
430101;0.75;
430201;0.75;
430301;0.75;
431201;0.75;
431301;0.75;
431501;0.75;
431701;0.75;
431801;0.75;
432201;0.75;
432301;0.75;
432401;0.75;
432601;0.75;
432701;0.75;
432801;0.75;
432906;3.00;
433001;0.75;
433202;0.50;
433301;0.75;
433402;0.33;
433502;0.50;
433602;0.50;
433702;0.50;
433802;0.50;
433902;0.50;
434001;0.75;
434106;2.90;
434201;0.75;
434401;0.75;
434607;3.00;
434701;0.75;
434801;0.75;
435301;0.75;
435401;0.75;
435701;0.75;
435801;0.75;
436006;3.00;
436201;0.75;
436401;0.75;
436501;0.75;
436702;0.50;
436801;0.75;
437001;0.75;
437101;0.75;
437201;0.75;
437301;0.75;
437401;0.75;
437501;0.75;
437601;0.75;
437701;0.75;
437802;0.50;
437901;0.75;
438006;3.00;
438101;0.75;
438501;0.70;
438601;0.70;
438801;0.75;
439301;0.75;
439401;0.75;
439601;0.75;
439701;0.75;
439801;0.75;
439901;0.75;
440001;0.75;
440101;0.75;
440201;0.75;
440308;0.75;
440408;0.75;
440602;0.35;
440701;0.75;
440901;0.75;
441101;0.70;
445301;0.75;
445401;0.75;
445501;0.75;
445601;0.75;
445701;0.75;
445801;0.75;
445901;0.75;
446001;0.75;
446101;0.75;
446201;0.75;
446301;0.75;
446401;0.75;
446501;0.75;
446701;0.75;
446901;0.75;
447201;0.75;
447301;0.75;
447401;0.75;
447601;0.75;
447701;0.75;
448001;0.75;
448101;0.75;
448201;0.75;
448301;0.75;
448401;0.75;
448501;0.75;
448507;3.00;
448601;0.75;
448605;1.50;
448701;0.75;
448705;1.50;
448905;1.50;
449001;0.75;
449701;0.75;
449801;0.75;
449901;0.75;
450001;0.75;
450101;0.75;
451401;0.75;
451501;0.75;
451601;0.75;
451701;0.75;
452001;0.75;
452201;0.75;
452301;0.75;
452401;0.75;
452501;0.75;
452601;0.75;
452701;0.75;
452801;0.75;
452901;0.75;
453001;0.75;
453101;0.75;
453201;0.75;
453301;0.75;
453401;0.75;
453501;0.75;
453601;0.75;
454301;0.75;
454502;0.35;
454901;0.70;
455002;0.50;
456905;1.50;
457001;0.75;
457101;0.75;
457306;2.00;
457501;0.75;
457602;0.38;
457701;0.75;
458001;0.75;
458201;0.75;
458701;0.75;
459501;0.75;
459601;0.75;
459801;0.75;
460002;0.33;
460201;0.75;
460901;0.75;
461101;0.75;
461602;0.33;
461701;0.75;
461901;0.75;
462001;0.75;
463401;0.70;
463404;0.20;
463701;0.70;
463704;0.20;
463901;0.70;
463904;0.20;
464401;0.70;
464404;0.20;
464701;0.75;
464901;0.70;
465102;0.50;
468001;0.70;
468004;0.20;
468201;0.75;
468301;0.75;
468401;0.75;
468501;0.75;
468601;0.75;
468706;3.00;
468801;0.70;
469001;0.70;
469101;0.70;
469201;0.70;
469301;0.70;
469401;0.75;
470201;0.75;
470306;3.00;
470501;0.75;
470601;0.75;
470801;0.75;
470901;0.75;
471001;0.75;
471101;0.75;
471401;0.75;
471501;0.75;
471601;0.75;
471701;0.75;
471801;0.75;
471901;0.75;
472601;0.75;
472701;0.75;
472801;0.75;
473001;0.75;
473101;0.75;
473201;0.75;
473701;0.75;
473804;0.20;
474101;0.75;
474702;0.50;
475101;0.75;
475206;3.00;
475402;0.28;
475501;0.75;
475601;0.75;
475701;0.75;
475801;0.75;
475901;0.75;
476001;0.75;
476201;0.75;
476301;0.75;
476402;0.38;
476501;0.75;
476601;0.75;
476701;0.75;
476801;0.75;
476901;0.75;
477001;0.75;
477102;0.38;
477201;0.75;
477202;0.38;
477301;0.75;
477401;0.75;
477501;0.75;
477601;0.75;
477701;0.75;
477801;0.75;
477901;0.75;
478001;0.75;
478101;0.75;
478201;0.75;
478301;0.75;
478501;0.75;
478601;0.75;
478701;0.75;
478706;3.00;
478801;0.75;
478901;0.75;
479201;0.75;
479401;0.70;
479502;0.50;
479601;0.75;
479701;0.70;
479801;0.70;
480101;0.70;
480301;0.70;
480401;0.70;
480501;0.70;
480601;0.70;
480701;0.70;
481001;0.70;
481101;0.70;
481201;0.75;
481301;0.75;
481401;0.75;
481502;0.50;
481601;0.75;
481701;0.75;
481801;0.75;
482001;0.75;
482301;0.70;
482401;0.70;
482601;0.70;
482702;0.50;
482801;0.70;
482901;0.70;
483001;0.70;
483201;0.70;
483302;0.50;
483401;0.70;
483501;0.70;
483701;0.70;
483805;1.50;
483901;0.75;
484001;0.75;
484101;0.75;
484201;0.75;
484301;0.75;
484401;0.75;
484601;0.75;
484701;0.75;
484806;3.00;
485001;0.75;
485106;3.00;
485206;3.00;
485301;0.70;
485401;0.75;
485501;0.75;
485601;0.75;
485701;0.75;
485801;0.75;
485901;0.75;
486001;0.75;
486501;0.75;
486906;3.00;
487101;0.75;
487201;0.75;
487706;3.00;
487801;0.75;
487901;0.75;
488101;0.75;
488201;0.75;
488302;0.50;
488401;0.75;
488602;0.33;
488701;0.75;
488901;0.75;
489001;0.75;
489101;0.75;
489206;3.00;
489304;0.20;
489401;0.75;
489605;1.50;
489801;0.75;
490001;0.75;
490101;0.75;
490402;0.38;
490501;0.75;
490601;0.75;
490702;0.33;
490802;0.33;
490902;0.33;
491002;0.50;
491102;0.35;
491202;0.33;
491401;0.70;
491802;0.50;
491901;0.75;
492006;3.00;
492201;0.75;
492301;0.75;
492901;0.75;
493101;0.75;
493201;0.75;
493301;0.75;
493401;0.75;
493501;0.75;
493801;0.75;
493901;0.75;
494001;0.75;
494101;0.75;
494201;0.75;
494301;0.75;
494501;0.70;
494601;0.75;
494701;0.75;
494801;0.75;
494901;0.75;
495001;0.75;
495101;0.75;
495406;3.00;
495601;0.75;
495702;0.50;
495801;0.75;
496001;0.75;
496101;0.75;
496201;0.75;
496301;0.75;
496401;0.75;
496501;0.75;
496701;0.75;
496801;0.75;
496806;3.00;
499501;0.75;
499601;0.75;
499701;0.75;
499901;0.75;
500001;0.75;
500301;0.75;
500401;0.75;
500501;0.75;
501101;0.75;
501106;3.00;
501401;0.75;
501501;0.75;
501601;0.75;
501701;0.75;
501801;0.75;
502401;0.75;
502701;0.75;
502801;0.75;
502901;0.75;
503001;0.75;
503401;0.75;
503501;0.75;
503601;0.75;
503701;0.75;
503801;0.75;
503901;0.75;
504001;0.75;
504101;0.75;
504402;0.50;
505602;0.33;
505801;0.75;
505901;0.75;
506605;1.50;
506705;1.50;
506801;0.75;
506901;0.75;
507001;0.75;
507201;0.75;
507301;0.75;
507304;0.20;
507401;0.75;
507605;1.50;
507705;1.50;
507801;0.75;
507901;0.75;
508001;0.75;
508101;0.75;
508201;0.75;
508401;0.75;
508501;0.75;
508601;0.75;
508701;0.75;
508801;0.75;
508901;0.75;
509001;0.75;
509101;0.75;
509201;0.75;
509301;0.75;
509401;0.75;
509501;0.75;
509601;0.75;
509701;0.75;
509901;0.75;
509902;0.33;
510001;0.75;
510002;0.33;
510301;0.75;
510401;0.75;
510501;0.75;
510601;0.75;
510701;0.75;
510802;0.33;
510901;0.75;
511002;0.33;
511101;0.75;
511201;0.70;
511301;0.70;
511701;0.75;
511901;0.75;
512001;0.75;
512101;0.75;
512201;0.75;
512301;0.70;
512401;0.70;
512604;0.20;
512704;0.20;
512801;0.75;
512901;0.75;
513001;0.75;
513101;0.75;
513201;0.75;
513301;0.75;
513901;0.75;
514001;0.75;
514101;0.75;
514201;0.75;
514301;0.75;
514401;0.75;
514501;0.75;
514601;0.75;
514701;0.75;
514807;3.00;
515301;0.75;
515501;0.75;
515801;0.75;
516001;0.75;
516301;0.70;
516401;0.75;
516501;0.75;
516601;0.75;
516801;0.75;
516901;0.75;
517001;0.75;
517101;0.75;
517201;0.75;
517501;0.75;
517601;0.75;
517701;0.75;
517801;0.75;
517901;0.75;
518001;0.75;
518101;0.75;
